country,main_category,sub_category,hs_code,tax_rate_estimate,product_regulation,customs_documents,standards_note,tax_note,incentive_note,customs_note,source_note
Finlandiya,Kozmetik,Parfüm,3304,8.6,"Finlandiya pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Finlandiya için tahmini vergi oranı %8.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Finlandiya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Finlandiya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Kozmetik,Parfüm,3304,9.2,"İrlanda pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İrlanda için tahmini vergi oranı %9.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İrlanda pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"İrlanda gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Kozmetik,Parfüm,3304,11.5,"Meksika pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Meksika için tahmini vergi oranı %11.5. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Meksika pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Meksika gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Kozmetik,Parfüm,3304,12.0,"Brezilya pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Brezilya için tahmini vergi oranı %12.0. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Brezilya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Brezilya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Kozmetik,Parfüm,3304,10.8,"Şili pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Şili için tahmini vergi oranı %10.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Şili pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Şili gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Kozmetik,Parfüm,3304,12.2,"Arjantin pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Arjantin için tahmini vergi oranı %12.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Arjantin pazarı için teşvik değerlendirmesi prototip modelde 5/10 olarak alınmıştır.,"Arjantin gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Kozmetik,Parfüm,3304,10.5,"Güney Afrika pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Güney Afrika için tahmini vergi oranı %10.5. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Güney Afrika pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Güney Afrika gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Kozmetik,Parfüm,3304,8.4,"Mısır pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Mısır için tahmini vergi oranı %8.4. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Mısır pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Mısır gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Kozmetik,Parfüm,3304,9.0,"Fas pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Fas için tahmini vergi oranı %9.0. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Fas pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Fas gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Kozmetik,Parfüm,3304,10.0,"Cezayir pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Cezayir için tahmini vergi oranı %10.0. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Cezayir pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Cezayir gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Kozmetik,Parfüm,3304,8.8,"Tunus pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Tunus için tahmini vergi oranı %8.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Tunus pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Tunus gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Kozmetik,Parfüm,3304,11.2,"Nijerya pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Nijerya için tahmini vergi oranı %11.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Nijerya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Nijerya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Kozmetik,Parfüm,3304,7.7,"Katar pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Katar için tahmini vergi oranı %7.7. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Katar pazarı için teşvik değerlendirmesi prototip modelde 9/10 olarak alınmıştır.,"Katar gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Kozmetik,Parfüm,3304,8.0,"Kuveyt pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Kuveyt için tahmini vergi oranı %8.0. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Kuveyt pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Kuveyt gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Kozmetik,Parfüm,3304,7.8,"Bahreyn pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Bahreyn için tahmini vergi oranı %7.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Bahreyn pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Bahreyn gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Kozmetik,Parfüm,3304,8.1,"Umman pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Umman için tahmini vergi oranı %8.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Umman pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Umman gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Kozmetik,Parfüm,3304,11.8,"Hindistan pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Hindistan için tahmini vergi oranı %11.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Hindistan pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Hindistan gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Kozmetik,Parfüm,3304,11.5,"Endonezya pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Endonezya için tahmini vergi oranı %11.5. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Endonezya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Endonezya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Kozmetik,Parfüm,3304,9.5,"Malezya pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Malezya için tahmini vergi oranı %9.5. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Malezya pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Malezya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Kozmetik,Parfüm,3304,9.8,"Tayland pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Tayland için tahmini vergi oranı %9.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Tayland pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Tayland gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Kozmetik,Parfüm,3304,10.2,"Vietnam pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Vietnam için tahmini vergi oranı %10.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Vietnam pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Vietnam gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Kozmetik,Parfüm,3304,11.5,"Rusya pazarına Parfüm ihracatında HS/GTİP 3304 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kozmetik / Parfüm için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Rusya için tahmini vergi oranı %11.5. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Rusya pazarı için teşvik değerlendirmesi prototip modelde 5/10 olarak alınmıştır.,"Rusya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
