country,main_category,sub_category,hs_code,estimated_import_value_usd,tax_rate_estimate,source_note
Almanya,Elektronik,Güvenlik Kamerası,8525,665000000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Mobilya,Yatak Odası Takımı,9403,952543200,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Mobilya,Yatak Odası Takımı,9403,990214400,9.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Mobilya,Yatak Odası Takımı,9403,1022504000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Mobilya,Yatak Odası Takımı,9403,575831200,8.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Mobilya,Yatak Odası Takımı,9403,613502400,5.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Mobilya,Yatak Odası Takımı,9403,651173600,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Mobilya,Yatak Odası Takımı,9403,688844800,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Mobilya,Yatak Odası Takımı,9403,726516000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Mobilya,Yatak Odası Takımı,9403,764187200,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Mobilya,Yatak Odası Takımı,9403,801858400,6.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Mobilya,Yatak Odası Takımı,9403,839529600,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Mobilya,Yatak Odası Takımı,9403,877200800,6.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Mobilya,Yatak Odası Takımı,9403,914872000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Mobilya,Yatak Odası Takımı,9403,952543200,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Mobilya,Yatak Odası Takımı,9403,990214400,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Mobilya,Yatak Odası Takımı,9403,538160000,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Mobilya,Yatak Odası Takımı,9403,575831200,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Mobilya,Yatak Odası Takımı,9403,613502400,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Mobilya,Yatak Odası Takımı,9403,651173600,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Mobilya,Yatak Odası Takımı,9403,688844800,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Mobilya,Yatak Odası Takımı,9403,726516000,10.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Mobilya,Yatak Odası Takımı,9403,764187200,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Mobilya,Yatak Odası Takımı,9403,801858400,11.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Mobilya,Yatak Odası Takımı,9403,839529600,9.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Mobilya,Yatak Odası Takımı,9403,877200800,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Mobilya,Yatak Odası Takımı,9403,914872000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Mobilya,Yatak Odası Takımı,9403,952543200,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Mobilya,Yatak Odası Takımı,9403,990214400,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Mobilya,Yatak Odası Takımı,9403,538160000,10.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Mobilya,Yatak Odası Takımı,9403,575831200,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Mobilya,Yatak Odası Takımı,9403,613502400,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Mobilya,Yatak Odası Takımı,9403,651173600,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Mobilya,Yatak Odası Takımı,9403,688844800,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Mobilya,Yatak Odası Takımı,9403,726516000,10.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Mobilya,Yatak Odası Takımı,9403,764187200,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Mobilya,Yatak Odası Takımı,9403,801858400,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Mobilya,Yatak Odası Takımı,9403,839529600,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Mobilya,Yatak Odası Takımı,9403,877200800,9.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Mobilya,Yatak Odası Takımı,9403,914872000,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Mobilya,Mutfak Dolabı,9403,1088472000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Mobilya,Mutfak Dolabı,9403,1164665040,9.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Mobilya,Mutfak Dolabı,9403,653083200,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Mobilya,Mutfak Dolabı,9403,693184800,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Mobilya,Mutfak Dolabı,9403,733286400,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Mobilya,Mutfak Dolabı,9403,773388000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Mobilya,Mutfak Dolabı,9403,813489600,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Mobilya,Mutfak Dolabı,9403,853591200,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Mobilya,Mutfak Dolabı,9403,893692800,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Mobilya,Mutfak Dolabı,9403,933794400,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Mobilya,Mutfak Dolabı,9403,973896000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Mobilya,Mutfak Dolabı,9403,1013997600,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Mobilya,Mutfak Dolabı,9403,1054099200,9.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Mobilya,Mutfak Dolabı,9403,1088472000,10.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Mobilya,Mutfak Dolabı,9403,612981600,8.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Mobilya,Mutfak Dolabı,9403,653083200,5.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Mobilya,Mutfak Dolabı,9403,693184800,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Mobilya,Mutfak Dolabı,9403,733286400,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Mobilya,Mutfak Dolabı,9403,773388000,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Mobilya,Mutfak Dolabı,9403,813489600,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Mobilya,Mutfak Dolabı,9403,853591200,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Mobilya,Mutfak Dolabı,9403,893692800,6.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Mobilya,Mutfak Dolabı,9403,933794400,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Mobilya,Mutfak Dolabı,9403,973896000,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Mobilya,Mutfak Dolabı,9403,1013997600,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Mobilya,Mutfak Dolabı,9403,1054099200,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Mobilya,Mutfak Dolabı,9403,572880000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Mobilya,Mutfak Dolabı,9403,612981600,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Mobilya,Mutfak Dolabı,9403,653083200,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Mobilya,Mutfak Dolabı,9403,693184800,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Mobilya,Mutfak Dolabı,9403,733286400,10.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Mobilya,Mutfak Dolabı,9403,773388000,11.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Mobilya,Mutfak Dolabı,9403,813489600,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Mobilya,Mutfak Dolabı,9403,853591200,11.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Mobilya,Mutfak Dolabı,9403,893692800,9.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Mobilya,Mutfak Dolabı,9403,933794400,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Mobilya,Mutfak Dolabı,9403,973896000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Mobilya,Mutfak Dolabı,9403,1013997600,9.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Mobilya,Mutfak Dolabı,9403,1054099200,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Mobilya,Mutfak Dolabı,9403,572880000,10.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Mobilya,Mutfak Dolabı,9403,612981600,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Mobilya,Mutfak Dolabı,9403,653083200,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Mobilya,Mutfak Dolabı,9403,693184800,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Mobilya,Mutfak Dolabı,9403,733286400,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Mobilya,Mutfak Dolabı,9403,773388000,10.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Mobilya,Mutfak Dolabı,9403,813489600,10.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Mobilya,Mutfak Dolabı,9403,853591200,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Mobilya,Mutfak Dolabı,9403,893692800,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Mobilya,Mutfak Dolabı,9403,933794400,9.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Mobilya,Mutfak Dolabı,9403,973896000,10.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Mobilya,Bahçe Mobilyası,9403,824600000,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Mobilya,Bahçe Mobilyası,9403,882322000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Mobilya,Bahçe Mobilyası,9403,494760000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Mobilya,Bahçe Mobilyası,9403,525140000,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Mobilya,Bahçe Mobilyası,9403,555520000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Mobilya,Bahçe Mobilyası,9403,585900000,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Mobilya,Bahçe Mobilyası,9403,616280000,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Mobilya,Bahçe Mobilyası,9403,646660000,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Mobilya,Bahçe Mobilyası,9403,677040000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Mobilya,Bahçe Mobilyası,9403,707420000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Mobilya,Bahçe Mobilyası,9403,737800000,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Mobilya,Bahçe Mobilyası,9403,768180000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Mobilya,Bahçe Mobilyası,9403,798560000,9.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Mobilya,Bahçe Mobilyası,9403,824600000,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Mobilya,Bahçe Mobilyası,9403,464380000,9.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Mobilya,Bahçe Mobilyası,9403,494760000,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Mobilya,Bahçe Mobilyası,9403,525140000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Mobilya,Bahçe Mobilyası,9403,555520000,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Mobilya,Bahçe Mobilyası,9403,585900000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Mobilya,Bahçe Mobilyası,9403,616280000,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Mobilya,Bahçe Mobilyası,9403,646660000,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Mobilya,Bahçe Mobilyası,9403,677040000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Mobilya,Bahçe Mobilyası,9403,707420000,6.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Mobilya,Bahçe Mobilyası,9403,737800000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Mobilya,Bahçe Mobilyası,9403,768180000,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Mobilya,Bahçe Mobilyası,9403,798560000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Mobilya,Bahçe Mobilyası,9403,434000000,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Mobilya,Bahçe Mobilyası,9403,464380000,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Mobilya,Bahçe Mobilyası,9403,494760000,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Mobilya,Bahçe Mobilyası,9403,525140000,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Mobilya,Bahçe Mobilyası,9403,555520000,10.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Mobilya,Bahçe Mobilyası,9403,585900000,11.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Mobilya,Bahçe Mobilyası,9403,616280000,10.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Mobilya,Bahçe Mobilyası,9403,646660000,11.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Mobilya,Bahçe Mobilyası,9403,677040000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Mobilya,Bahçe Mobilyası,9403,707420000,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Mobilya,Bahçe Mobilyası,9403,737800000,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Mobilya,Bahçe Mobilyası,9403,768180000,9.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Mobilya,Bahçe Mobilyası,9403,798560000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Mobilya,Bahçe Mobilyası,9403,434000000,10.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Mobilya,Bahçe Mobilyası,9403,464380000,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Mobilya,Bahçe Mobilyası,9403,494760000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Mobilya,Bahçe Mobilyası,9403,525140000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Mobilya,Bahçe Mobilyası,9403,555520000,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Mobilya,Bahçe Mobilyası,9403,585900000,11.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Mobilya,Bahçe Mobilyası,9403,616280000,10.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Mobilya,Bahçe Mobilyası,9403,646660000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Mobilya,Bahçe Mobilyası,9403,677040000,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Mobilya,Bahçe Mobilyası,9403,707420000,9.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Mobilya,Bahçe Mobilyası,9403,737800000,10.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Mobilya,Raf Sistemi,9403,890568000,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Mobilya,Raf Sistemi,9403,952907760,9.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Mobilya,Raf Sistemi,9403,534340800,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Mobilya,Raf Sistemi,9403,567151200,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Mobilya,Raf Sistemi,9403,599961600,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Mobilya,Raf Sistemi,9403,632772000,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Mobilya,Raf Sistemi,9403,665582400,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Mobilya,Raf Sistemi,9403,698392800,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Mobilya,Raf Sistemi,9403,731203200,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Mobilya,Raf Sistemi,9403,764013600,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Mobilya,Raf Sistemi,9403,796824000,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Mobilya,Raf Sistemi,9403,829634400,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Mobilya,Raf Sistemi,9403,862444800,9.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Mobilya,Raf Sistemi,9403,890568000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Mobilya,Raf Sistemi,9403,501530400,8.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Mobilya,Raf Sistemi,9403,534340800,5.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Mobilya,Raf Sistemi,9403,567151200,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Mobilya,Raf Sistemi,9403,599961600,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Mobilya,Raf Sistemi,9403,632772000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Mobilya,Raf Sistemi,9403,665582400,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Mobilya,Raf Sistemi,9403,698392800,6.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Mobilya,Raf Sistemi,9403,731203200,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Mobilya,Raf Sistemi,9403,764013600,6.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Mobilya,Raf Sistemi,9403,796824000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Mobilya,Raf Sistemi,9403,829634400,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Mobilya,Raf Sistemi,9403,862444800,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Mobilya,Raf Sistemi,9403,468720000,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Mobilya,Raf Sistemi,9403,501530400,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Mobilya,Raf Sistemi,9403,534340800,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Mobilya,Raf Sistemi,9403,567151200,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Mobilya,Raf Sistemi,9403,599961600,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Mobilya,Raf Sistemi,9403,632772000,10.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Mobilya,Raf Sistemi,9403,665582400,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Mobilya,Raf Sistemi,9403,698392800,11.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Mobilya,Raf Sistemi,9403,731203200,9.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Mobilya,Raf Sistemi,9403,764013600,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Mobilya,Raf Sistemi,9403,796824000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Mobilya,Raf Sistemi,9403,829634400,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Mobilya,Raf Sistemi,9403,862444800,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Mobilya,Raf Sistemi,9403,468720000,10.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Mobilya,Raf Sistemi,9403,501530400,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Mobilya,Raf Sistemi,9403,534340800,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Mobilya,Raf Sistemi,9403,567151200,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Mobilya,Raf Sistemi,9403,599961600,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Mobilya,Raf Sistemi,9403,632772000,10.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Mobilya,Raf Sistemi,9403,665582400,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Mobilya,Raf Sistemi,9403,698392800,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Mobilya,Raf Sistemi,9403,731203200,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Mobilya,Raf Sistemi,9403,764013600,9.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Mobilya,Raf Sistemi,9403,796824000,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Mobilya,Yatak,9403,956535999,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Mobilya,Yatak,9403,1023493520,9.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Mobilya,Yatak,9403,573921600,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Mobilya,Yatak,9403,609162399,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Mobilya,Yatak,9403,644403199,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Mobilya,Yatak,9403,679644000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Mobilya,Yatak,9403,714884799,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Mobilya,Yatak,9403,750125599,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Mobilya,Yatak,9403,785366399,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Mobilya,Yatak,9403,820607200,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Mobilya,Yatak,9403,855848000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Mobilya,Yatak,9403,891088799,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Mobilya,Yatak,9403,926329599,9.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Mobilya,Yatak,9403,956535999,10.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Mobilya,Yatak,9403,538680800,8.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Mobilya,Yatak,9403,573921600,5.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Mobilya,Yatak,9403,609162399,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Mobilya,Yatak,9403,644403199,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Mobilya,Yatak,9403,679644000,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Mobilya,Yatak,9403,714884799,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
